alert_id,ground_truth,model,view,disposition,confidence,summary,investigation_queries,draft_user_message,caveats,auto_summary_lines,auto_summary_over_5,auto_unknown_entities,auto_queries_count,auto_queries_syntactic,auto_draft_present,auto_tid_in_summary,summary_supported(Y/N/partial),unsupported_statement_count(int),queries_valid(Y/N),queries_relevant(Y/N),draft_appropriate(Y/N),confidence_calibrated(Y/N),reviewer_notes
A11,benign,qwen3:8b,operational,needs_investigation,medium,Wazuh agent.exe accessed LSASS with high privileges | Potential credential dumping via LSASS memory extraction | Alert triggered by Windows Sysmon rule 100203 | Access granted 0x1fffff (SeDebugPrivilege) | No timing data available from event logs,SELECT * FROM win_event WHERE event_id=4688 AND process_path='C:\Program Files (x86)\ossec-agent\wazuh-agent.exe' | SELECT * FROM win_process WHERE process_name='wazuh-agent.exe' AND parent_process_name NOT LIKE '%ossec-agent%' | SELECT * FROM win_event WHERE event_id=1003 AND process_path='C:\Program Files (x86)\ossec-agent\wazuh-agent.exe',We've detected potential LSASS memory access by the Wazuh agent. Please verify if this activity is expected or if further investigation is needed.,False positive risk exists if the agent is legitimately accessing LSASS for monitoring purposes. Verify if this is a known legitimate behavior.,5,,,3,3/3,yes,,partial,1,N,Y,Y,Y,"One unsupported equivalence: 0x1fffff is a process access mask, not SeDebugPrivilege itself. The generic SQL uses undefined tables and mismatched event identifiers rather than runnable Wazuh/Discover syntax, but validating Wazuh-agent process activity is relevant. Draft and needs_investigation/medium confidence are appropriate."
A12,benign,qwen3:8b,operational,likely_true_positive,high,Systemd service file modified by snapd with root privileges | Auditd detected modification of /etc/systemd/system/snap-snapd-27406.mount.Ph97MJnHTvYL~ | File created with UID 0 (root) and audit serial 74009 | Alert latency 1.842 seconds between system call and detection | Potential persistence mechanism via systemd service unit,Find recent systemd unit file modifications: auditd.log | grep 'SYSCALL' | grep 'systemd' | grep 'audit.file' | sort -r | head -20 | Check for similar filenames in /etc/systemd/system/: find /etc/systemd/system/ -name 'snap-snapd-*.mount*' | Verify snapd service status and configuration: systemctl status snapd && systemctl cat snapd,We detected potential persistence activity via systemd service modification. Please review the snapd service configuration for unexpected changes.,"Snapd is a legitimate system service, but the obfuscated filename may indicate evasion tactics. Verify if this is a legitimate configuration update.",5,,,3,2/3,yes,,partial,1,N,Y,Y,N,"One unsupported statement: uid/euid=0 identify the snapd process context, not the created file's owner. The shell-like set is not a complete Wazuh/Discover query set and its first pipeline is not runnable as written, but unit-file and snapd checks are relevant. Draft is appropriately cautious; high-confidence likely_true_positive is not calibrated for benign snapd activity."
A13,T1136/T1098,qwen3:8b,operational,likely_true_positive,medium,Auditd detected modification to /etc/passwd via useradd command | Audit UID 0 (root) executed useradd with AUID 1000 | System call 257 (open) succeeded with exit code 5 | Process initiated from pts1 terminal (PID 45112) | Alert latency 1.4 seconds,Auditd events for /etc/passwd modifications in last 24h | Check for recent sudo logs with user 1000 | File integrity checks on /etc/passwd and /etc/shadow,We've detected potential account creation activity on your system. Please review the audit logs for useradd operations involving UID 0 and AUID 1000.,False positive risk exists if legitimate user provisioning occurred. Verify if the useradd command was part of authorized system maintenance.,5,,,3,0/3,yes,,Y,0,N,Y,Y,Y,"Summary fully supported. The investigation items are prose rather than runnable Wazuh/Discover queries, but passwd, sudo and integrity checks are relevant. Draft and medium confidence are appropriate."
A14,T1003.001,qwen3:8b,operational,likely_true_positive,high,Rundll32.exe (C:\WINDOWS\system32\rundll32.exe) accessed LSASS memory with 0x1fffff privileges | Alert triggered by LSASS memory access detected via Sysmon rule 100203 | Timestamp: 2026-07-05 19:33:38.621 UTC | MITRE ATT&CK T1003.001 (Credential Access - LSASS Memory) | Detection latency: 2.129 seconds,SELECT * FROM syslog WHERE sourceImage='C:\WINDOWS\system32\rundll32.exe' AND event_id='100203' | SELECT * FROM process_creation WHERE parent_process_name='rundll32.exe' AND timestamp > '2026-07-05 19:33:38' | SELECT * FROM network_connection WHERE source_process='C:\WINDOWS\system32\rundll32.exe',We've detected potential credential access activity involving rundll32.exe. Our team is investigating and will follow up with additional details.,"False positive risk low for LSASS memory access via rundll32.exe, but verify if this process was used legitimately.",5,,Rundll32.exe (C:\WINDOWS\system32\rundll32.exe) rundll32.exe.,3,3/3,yes,FLAG,Y,0,N,Y,Y,Y,"Summary fully supported. The generic syslog/process_creation/network_connection SQL is not runnable Wazuh/Discover syntax, but rundll32 process and network checks are relevant. Draft and high confidence are appropriate."
A15,T1048/T1071.004,qwen3:8b,operational,likely_true_positive,high,DNS query with long label detected (aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa-am-t1071dns-20260706214941.alertmind-lab.invalid) | Executed by PowerShell (C:\Program Files\WindowsApps\Microsoft.PowerShell_7.6.3.0_x64__8wekyb3d8bbwe\pwsh.exe) | Heuristic alert for DNS tunneling (T1048/T1071.004) | Timestamp: 2026-07-06 16:20:19.424 UTC | Detection latency: 3.477 seconds,SELECT * FROM win_dns WHERE query_name LIKE '%am-t1071dns%' AND timestamp > NOW() - 1h | SELECT * FROM win_process WHERE image = 'pwsh.exe' AND timestamp > NOW() - 1h | SELECT * FROM win_event WHERE event_id = 1 AND timestamp > NOW() - 1h,We've detected an unusual DNS query originating from PowerShell. Please verify if this activity is authorized.,False positive risk if the query is part of legitimate DNS resolution for internal tools,5,,Files\WindowsApps\Microsoft.PowerShell_7.6.3.0_x64__8wekyb3d8bbwe\pwsh.exe),3,3/3,yes,FLAG,Y,0,N,Y,Y,Y,"Summary fully supported. The generic win_dns/win_process/win_event SQL is not runnable Wazuh/Discover syntax, but DNS and PowerShell checks are relevant. Draft and high confidence are appropriate."
A16,T1070,qwen3:8b,operational,likely_true_positive,high,Linux auditd detected modification of /var/log/btmp (failed login log) | Process ran as root (euid=0) with non-root auid=1000 | Audit syscall 257 (write) succeeded with exit code 3 | Alert triggered by T1070: Indicator Removal technique | Auditd event timestamp matches Wazuh alert latency,Auditd events for file modifications to /var/log/btmp/* within 10 minutes | Process tree for pid=53346 showing root privileges usage | Check for other log file modifications in /var/log/ within last hour,"We've detected potential log file modification activity on your system. Our analysis suggests this may be an attempt to remove evidence of login attempts. No action is required at this time, but we recommend reviewing system logs for unusual activity.",No prompt injection attempts detected. Note that legitimate system maintenance could also modify log files.,5,,,3,1/3,yes,FLAG,partial,1,N,Y,N,Y,"One factual error: x86-64 syscall 257 is openat, not write. The investigation items are prose rather than runnable Wazuh/Discover queries, but the btmp/process-tree/log checks are relevant. The draft is inappropriate because 'No action is required' conflicts with a high-confidence log-tampering alert; high confidence itself is supported."
A17,T1547.006/T1014,qwen3:8b,operational,likely_true_positive,medium,Linux auditd detected modprobe execution with root privileges | syscall 313 (sys_modprobe) triggered T1547.006 rule | audit.uid/euid 0 indicates potential privilege escalation | modprobe command executed by user auid 1000 | kernel module load/unload activity flagged as possible LKM rootkit,SELECT * FROM logs WHERE source='linux_auditd_cli' AND audit.command='modprobe' AND audit.uid='0' ORDER BY timestamp DESC LIMIT 10 | SELECT DISTINCT audit.exe FROM logs WHERE audit.syscall='313' AND audit.uid='0' AND timestamp > NOW() - INTERVAL '1 day' | SELECT * FROM files WHERE filename LIKE '/lib/modules/%' AND last_modified > NOW() - INTERVAL '1 hour',We've detected unusual kernel module activity that may require investigation. Your system's security team is aware and will verify this finding.,False positive risk exists for legitimate kernel module operations; syscall number mapping may vary by architecture,5,,,3,3/3,yes,FLAG,partial,1,N,Y,Y,Y,"One factual error: x86-64 syscall 313 is finit_module, not sys_modprobe. The generic logs/files SQL is not runnable Wazuh/Discover syntax, but module-load and process checks are relevant. Draft and medium confidence are appropriate."
A18,T1059.001,qwen3:8b,operational,likely_true_positive,high,PowerShell.exe executed with encoded command line arguments | EncodedCommand detected via Sysmon rule 100201 | T1059.001 technique flagged for obfuscated payload | Execution tactic observed | 4-second detection latency,SELECT * FROM win_event WHERE event_id=4104 AND process_name='powershell.exe' AND command_line LIKE '%EncodedCommand%' | SELECT * FROM win_process WHERE image='powershell.exe' AND parent_image NOT LIKE '%explorer.exe%' | SELECT * FROM win_network WHERE source_process='powershell.exe' AND destination_port BETWEEN 1 AND 1024,We've detected a PowerShell process with encoded command line arguments. This could indicate an obfuscated payload - please review the attached screenshot for details.,False positive risk low if legitimate script uses encoding; no injection attempts detected,5,,PowerShell.exe,3,3/3,yes,FLAG,Y,0,N,Y,Y,Y,"Summary fully supported. The generic win_event/win_process/win_network SQL is not runnable Wazuh/Discover syntax, but PowerShell script, parent and network checks are relevant. Draft and high confidence are appropriate."
A19,T1021.002/T1569.002,qwen3:8b,operational,likely_true_positive,high,PsExec service binary executed (C:\Windows\PSEXESVC.exe) | Command line matches executable path (no arguments) | Alert triggered by SMB/Windows Admin Shares (T1021.002) | Service Execution technique detected (T1569.002) | 2.28-second detection latency,SELECT * FROM win_event WHERE event_id=4697 AND source_name='Service Control Manager' AND description LIKE '%PSEXESVC%' | SELECT * FROM win_service WHERE name='PSEXESVC' AND status='running' | SELECT * FROM win_file WHERE path='C:\Windows\PSEXESVC.exe' AND hash NOT IN (SELECT hash FROM known_good_files),We've detected a PsExec service binary execution on your system. Our analysis suggests this may be an attempted remote service execution. Please review the security controls and consider isolating the affected host.,"The alert's MITRE techniques are explicitly linked to the rule, but further verification of the file's legitimacy is recommended as false positives are possible with service execution alerts.",5,,(C:\Windows\PSEXESVC.exe),3,3/3,yes,FLAG,Y,0,N,Y,N,Y,"Summary fully supported. The generic win_event/win_service/win_file SQL is not runnable Wazuh/Discover syntax, but service, process and file-hash checks are relevant. The draft is inappropriate because it suggests host isolation before authorization or maliciousness is confirmed; high confidence is supported by the observed PSEXESVC execution."
A20,benign,qwen3:8b,operational,likely_true_positive,medium,"Auditd detected read access to /etc/shadow by cron process (uid 0) | Linux audit syscall 257 (open) succeeded for sensitive shadow file | Process /usr/sbin/cron accessed /etc/shadow with root privileges | Alert triggered by T1003.008 credential access technique | Audit serial 73613, latency 2.428 seconds",SELECT * FROM auditd WHERE audit.file='\/etc\/shadow' AND audit.uid='0' AND audit.command='cron' | SELECT * FROM cron_jobs WHERE user='root' AND command LIKE '%shadow%' | SELECT * FROM file_access WHERE file_path='\/etc\/shadow' AND process_name='cron',"We've detected unusual access to the /etc/shadow file by the cron service. This may indicate a credential access attempt, but we're investigating further.","Cron is a trusted system process, so this could be a false positive. Verify if any legitimate cron jobs require access to shadow files.",5,,,3,3/3,yes,FLAG,Y,0,N,Y,Y,N,"Summary fully supported. The generic auditd/cron_jobs/file_access SQL is not runnable Wazuh/Discover syntax, but shadow-access and cron checks are relevant. Draft is appropriately cautious; medium-confidence likely_true_positive is not calibrated for the benign cron context."
